fold,pixel_accuracy,dice_per_class,dice_macro,iou_per_class,iou_macro,precision,recall,f1,f1_macro
final,0.8681861162185669,"[0.8897359371185303, 0.528208315372467]",0.708972156047821,"[0.8337737321853638, 0.4664822220802307]",0.6501279473304749,"[0.8834110498428345, 0.7314548492431641]","[0.9397415518760681, 0.5867454409599304]","[0.8897367119789124, 0.5706436634063721]",0.7301902174949646
